club;card_year;card_month;card_day;card_weekday;card_hour;day
1;2017;7;2;7;14;182
3;2017;7;2;7;14;182
3;2017;7;2;7;14;182
1;2017;7;2;7;15;182
3;2017;7;2;7;16;182
2;2017;7;2;7;16;182
2;2017;7;2;7;16;182
3;2017;7;2;7;16;182
3;2017;7;2;7;20;182
1;2017;7;3;1;7;183
1;2017;7;3;1;8;183
1;2017;7;3;1;8;183
1;2017;7;3;1;8;183
3;2017;7;3;1;8;183
3;2017;7;3;1;8;183
1;2017;7;3;1;9;183
2;2017;7;3;1;10;183
1;2017;7;3;1;11;183
1;2017;7;3;1;11;183
3;2017;7;3;1;11;183
1;2017;7;3;1;11;183
1;2017;7;3;1;11;183
1;2017;7;3;1;11;183
1;2017;7;3;1;11;183
3;2017;7;3;1;11;183
1;2017;7;3;1;12;183
1;2017;7;3;1;12;183
2;2017;7;3;1;13;183
2;2017;7;3;1;13;183
3;2017;7;3;1;13;183
1;2017;7;3;1;12;183
2;2017;7;3;1;16;183
1;2017;7;3;1;16;183
2;2017;7;3;1;17;183
2;2017;7;3;1;17;183
1;2017;1;27;5;15;26
2;2017;7;4;2;0;184
2;2017;7;4;2;0;184
3;2017;7;4;2;2;184
3;2017;7;4;2;2;184
1;2017;7;4;2;2;184
1;2017;7;4;2;2;184
2;2017;6;14;3;9;164
2;2017;6;14;3;9;164
3;2017;7;4;2;10;184
1;2017;7;4;2;10;184
1;2017;7;4;2;11;184
3;2017;6;26;1;19;176
1;2017;7;4;2;13;184
1;2017;7;4;2;13;184
1;2017;7;4;2;13;184
1;2017;7;4;2;13;184
1;2017;7;4;2;13;184
2;2017;7;4;2;13;184
2;2017;7;4;2;13;184
1;2017;7;4;2;14;184
1;2017;7;4;2;14;184
3;2017;7;4;2;15;184
1;2017;7;4;2;15;184
1;2017;7;4;2;15;184
2;2017;7;4;2;15;184
2;2017;7;4;2;16;184
3;2017;7;4;2;16;184
1;2017;5;20;6;19;139
1;2017;7;4;2;17;184
1;2017;7;4;2;17;184
2;2017;4;16;7;17;105
3;2017;7;4;2;21;184
3;2017;7;4;2;22;184
3;2017;7;4;2;22;184
1;2017;7;4;2;22;184
1;2017;7;5;3;5;185
3;2017;7;5;3;10;185
3;2017;7;5;3;11;185
1;2017;7;5;3;12;185
1;2017;7;5;3;12;185
1;2017;7;5;3;12;185
2;2017;7;5;3;13;185
3;2017;7;5;3;14;185
2;2017;7;5;3;15;185
2;2017;7;5;3;16;185
2;2017;7;5;3;17;185
1;2017;7;5;3;19;185
1;2017;7;5;3;19;185
2;2017;7;5;3;19;185
1;2017;7;5;3;19;185
1;2017;7;5;3;21;185
1;2017;7;5;3;21;185
1;2017;7;5;3;21;185
2;2017;7;5;3;19;185
2;2017;7;5;3;22;185
1;2017;7;5;3;23;185
1;2017;7;5;3;23;185
1;2017;7;6;4;0;186
1;2017;7;6;4;1;186
2;2017;7;6;4;1;186
1;2017;7;6;4;1;186
2;2017;7;6;4;3;186
2;2017;7;6;4;3;186
1;2017;5;17;3;14;136
2;2017;7;6;4;11;186
1;2017;7;6;4;13;186
1;2017;7;6;4;13;186
1;2017;7;6;4;13;186
1;2017;7;6;4;13;186
2;2017;7;6;4;13;186
1;2017;7;6;4;15;186
1;2017;5;15;1;13;134
2;2017;7;6;4;15;186
1;2017;7;6;4;17;186
1;2017;7;6;4;17;186
1;2017;7;6;4;17;186
3;2017;7;6;4;17;186
3;2017;7;6;4;17;186
3;2017;7;6;4;17;186
2;2017;7;6;4;18;186
2;2017;7;6;4;18;186
1;2017;7;6;4;18;186
1;2017;7;6;4;18;186
1;2017;7;6;4;18;186
1;2017;7;6;4;18;186
1;2017;7;6;4;21;186
1;2017;7;7;5;10;187
1;2017;7;7;5;14;187
1;2017;7;7;5;14;187
1;2017;7;7;5;14;187
1;2017;7;7;5;14;187
1;2017;7;7;5;15;187
1;2017;7;7;5;15;187
2;2017;7;7;5;17;187
1;2017;7;7;5;17;187
2;2017;7;7;5;18;187
1;2017;7;7;5;18;187
3;2017;7;7;5;19;187
3;2017;7;7;5;19;187
3;2017;7;7;5;20;187
3;2017;7;7;5;21;187
3;2017;7;7;5;21;187
3;2017;7;7;5;23;187
2;2017;7;8;6;1;188
2;2017;7;8;6;1;188
2;2017;7;8;6;1;188
3;2017;7;8;6;2;188
3;2017;7;8;6;2;188
3;2017;7;8;6;2;188
3;2017;7;8;6;7;188
3;2017;7;8;6;10;188
3;2017;7;8;6;10;188
2;2017;7;8;6;11;188
2;2017;7;8;6;11;188
1;2017;7;8;6;16;188
1;2017;7;8;6;16;188
3;2017;7;8;6;19;188
3;2017;7;8;6;19;188
3;2017;7;8;6;19;188
3;2017;6;30;5;15;180
1;2017;7;8;6;21;188
3;2017;7;8;6;21;188
2;2017;7;8;6;21;188
2;2017;7;8;6;21;188
1;2017;7;8;6;21;188
1;2017;7;8;6;21;188
1;2017;7;8;6;22;188
2;2017;7;8;6;22;188
2;2017;7;8;6;22;188
1;2017;7;8;6;23;188
1;2017;7;8;6;23;188
3;2017;7;8;6;23;188
3;2017;7;8;6;23;188
3;2017;7;8;6;23;188
2;2017;7;9;7;0;189
3;2017;7;9;7;1;189
3;2017;7;9;7;7;189
3;2017;7;9;7;7;189
3;2017;7;9;7;9;189
3;2017;7;9;7;9;189
3;2017;7;9;7;9;189
1;2017;7;9;7;10;189
3;2017;7;9;7;11;189
1;2017;7;9;7;11;189
1;2017;7;9;7;12;189
1;2017;7;9;7;13;189
1;2017;7;9;7;13;189
1;2017;7;9;7;13;189
1;2017;7;9;7;13;189
1;2017;7;9;7;17;189
1;2017;7;9;7;17;189
2;2017;7;9;7;19;189
2;2017;7;9;7;22;189
1;2017;7;9;7;23;189
3;2017;7;10;1;9;190
2;2017;7;10;1;11;190
1;2017;7;10;1;11;190
1;2017;7;10;1;11;190
2;2017;2;26;7;14;56
1;2017;7;10;1;16;190
3;2017;7;10;1;17;190
2;2017;7;10;1;17;190
2;2017;4;19;3;16;108
1;2017;7;10;1;19;190
1;2017;7;10;1;19;190
1;2017;7;10;1;22;190
2;2017;7;11;2;8;191
2;2017;7;11;2;8;191
2;2017;7;11;2;8;191
1;2017;7;11;2;12;191
1;2017;7;11;2;12;191
1;2017;7;11;2;12;191
2;2017;7;11;2;12;191
2;2017;7;11;2;12;191
1;2017;7;11;2;13;191
1;2017;7;11;2;16;191
1;2017;6;30;5;23;180
1;2017;7;12;3;3;192
1;2017;7;12;3;4;192
1;2017;6;9;5;17;159
1;2017;7;12;3;13;192
3;2017;7;12;3;15;192
2;2017;7;12;3;15;192
2;2017;7;12;3;15;192
2;2017;7;12;3;15;192
2;2017;7;12;3;15;192
2;2017;7;12;3;17;192
2;2017;7;12;3;19;192
2;2017;7;13;4;5;193
1;2017;7;13;4;6;193
2;2017;7;13;4;8;193
2;2017;4;8;6;21;97
2;2017;4;8;6;20;97
2;2017;4;8;6;20;97
2;2017;4;8;6;21;97
1;2017;7;13;4;6;193
1;2017;7;13;4;10;193
3;2017;7;13;4;12;193
3;2017;7;13;4;13;193
1;2017;7;13;4;15;193
1;2017;7;13;4;16;193
2;2017;7;13;4;16;193
1;2017;7;13;4;17;193
2;2017;7;13;4;17;193
3;2017;5;5;5;17;124
2;2017;7;13;4;18;193
1;2017;7;13;4;21;193
1;2017;7;14;5;1;194
1;2017;7;14;5;2;194
1;2017;7;14;5;2;194
2;2017;7;14;5;7;194
1;2017;7;14;5;9;194
1;2017;7;14;5;9;194
1;2017;7;14;5;11;194
1;2017;7;14;5;11;194
1;2017;7;14;5;11;194
1;2017;7;14;5;11;194
1;2017;7;14;5;12;194
1;2017;7;14;5;12;194
3;2017;7;14;5;13;194
3;2017;7;14;5;13;194
3;2017;7;14;5;13;194
2;2017;7;14;5;15;194
2;2017;7;14;5;15;194
2;2017;7;14;5;15;194
3;2017;7;14;5;20;194
2;2017;7;14;5;22;194
1;2017;7;14;5;22;194
3;2017;7;14;5;22;194
3;2017;7;14;5;23;194
3;2017;7;14;5;23;194
2;2017;7;14;5;23;194
3;2017;7;14;5;23;194
2;2017;7;14;5;23;194
1;2017;7;15;6;0;195
1;2017;7;15;6;0;195
1;2017;7;15;6;0;195
1;2017;7;15;6;1;195
2;2017;7;15;6;1;195
1;2017;7;15;6;3;195
3;2017;7;15;6;4;195
1;2017;7;15;6;1;195
1;2017;7;15;6;0;195
1;2017;7;15;6;9;195
2;2017;7;15;6;11;195
3;2017;7;15;6;11;195
3;2017;7;15;6;11;195
3;2017;7;15;6;11;195
3;2017;7;15;6;12;195
3;2017;7;15;6;12;195
3;2017;7;15;6;12;195
2;2017;7;15;6;13;195
2;2017;6;22;4;19;172
1;2017;6;30;5;0;180
2;2017;7;15;6;19;195
1;2017;7;15;6;19;195
1;2017;7;15;6;20;195
1;2017;7;15;6;20;195
1;2017;7;15;6;21;195
1;2017;7;15;6;21;195
1;2017;7;15;6;22;195
2;2017;7;15;6;22;195
1;2017;7;15;6;22;195
1;2017;7;15;6;23;195
1;2017;7;15;6;23;195
1;2017;7;15;6;23;195
1;2017;7;15;6;23;195
2;2017;7;16;7;0;196
1;2017;7;16;7;0;196
1;2017;7;16;7;1;196
1;2017;7;16;7;2;196
1;2017;4;30;7;7;119
1;2017;7;16;7;14;196
1;2017;7;16;7;16;196
1;2017;7;16;7;16;196
1;2017;7;16;7;16;196
1;2017;7;16;7;16;196
1;2017;7;16;7;16;196
1;2017;7;16;7;17;196
3;2017;7;16;7;20;196
3;2017;7;16;7;20;196
3;2017;7;16;7;20;196
3;2017;7;16;7;20;196
3;2017;7;16;7;20;196
2;2017;5;5;5;14;124
3;2017;7;16;7;21;196
2;2017;7;16;7;22;196
2;2017;3;10;5;20;68
1;2017;6;27;2;21;177
2;2017;7;17;1;10;197
1;2017;7;17;1;10;197
1;2017;7;17;1;11;197
1;2017;7;17;1;11;197
1;2017;7;17;1;11;197
1;2017;5;19;5;13;138
1;2017;6;3;6;11;153
1;2017;7;17;1;15;197
1;2017;7;17;1;15;197
2;2017;7;17;1;17;197
1;2017;7;17;1;19;197
1;2017;7;17;1;20;197
2;2017;7;17;1;21;197
2;2017;7;18;2;1;198
2;2017;7;18;2;1;198
2;2017;7;18;2;6;198
2;2017;7;18;2;6;198
3;2017;7;18;2;7;198
1;2017;7;18;2;10;198
1;2017;7;18;2;10;198
1;2017;7;18;2;10;198
1;2017;7;18;2;11;198
2;2017;7;18;2;13;198
1;2017;7;18;2;14;198
1;2017;7;18;2;14;198
1;2017;7;18;2;15;198
3;2017;3;14;2;5;72
1;2017;7;18;2;16;198
1;2017;7;18;2;16;198
3;2017;7;18;2;18;198
1;2017;7;18;2;20;198
1;2017;7;18;2;22;198
2;2017;7;18;2;22;198
2;2017;7;18;2;23;198
2;2017;7;18;2;23;198
2;2017;7;18;2;23;198
3;2017;7;19;3;3;199
3;2017;7;19;3;3;199
3;2017;7;19;3;4;199
1;2017;7;19;3;10;199
3;2017;7;19;3;12;199
3;2017;7;19;3;12;199
3;2017;7;19;3;12;199
3;2017;7;19;3;12;199
1;2017;7;19;3;13;199
1;2017;7;19;3;13;199
1;2017;7;19;3;14;199
1;2017;7;19;3;14;199
2;2017;7;19;3;15;199
3;2017;7;19;3;17;199
3;2017;7;19;3;17;199
3;2017;7;19;3;17;199
3;2017;7;19;3;18;199
3;2017;7;19;3;19;199
3;2017;7;19;3;19;199
2;2017;7;19;3;18;199
1;2017;7;19;3;21;199
2;2017;7;19;3;21;199
1;2017;7;19;3;22;199
1;2017;7;19;3;22;199
2;2017;6;2;5;1;152
2;2017;6;2;5;1;152
#Í/Ä;2017;7;19;3;22;199
3;2017;7;20;4;4;200
1;2017;3;31;5;7;89
1;2017;7;20;4;11;200
1;2017;7;20;4;11;200
2;2017;7;20;4;11;200
1;2017;7;20;4;10;200
2;2017;7;20;4;20;200
3;2017;7;21;5;4;201
1;2017;5;29;1;22;148
3;2017;7;21;5;7;201
1;2017;7;21;5;7;201
1;2017;7;21;5;11;201
1;2017;7;21;5;11;201
1;2017;7;21;5;12;201
2;2017;7;18;2;10;198
2;2017;7;21;5;15;201
1;2017;7;21;5;16;201
1;2017;7;21;5;17;201
1;2017;7;21;5;18;201
1;2017;7;21;5;19;201
1;2017;7;21;5;20;201
1;2017;7;21;5;20;201
1;2017;7;21;5;20;201
1;2017;7;21;5;20;201
1;2017;7;21;5;20;201
1;2017;7;22;6;9;202
1;2017;7;22;6;9;202
1;2017;7;22;6;12;202
2;2017;7;22;6;19;202
1;2017;7;22;6;20;202
1;2017;7;22;6;20;202
1;2017;7;22;6;20;202
1;2017;7;22;6;20;202
1;2017;7;22;6;20;202
1;2017;7;22;6;22;202
1;2017;7;22;6;22;202
1;2017;7;22;6;23;202
1;2017;7;22;6;23;202
1;2017;7;23;7;2;203
1;2017;7;23;7;2;203
1;2017;7;23;7;7;203
1;2017;7;23;7;11;203
1;2017;7;23;7;13;203
1;2017;7;23;7;13;203
2;2017;7;23;7;14;203
2;2017;7;23;7;14;203
2;2017;7;23;7;14;203
2;2017;7;23;7;14;203
2;2017;7;23;7;15;203
2;2017;7;23;7;15;203
1;2017;7;23;7;15;203
1;2017;7;23;7;21;203
1;2017;7;23;7;21;203
1;2017;7;23;7;21;203
1;2017;7;23;7;22;203
2;2017;7;24;1;4;204
2;2017;7;24;1;4;204
1;2017;7;24;1;4;204
2;2017;7;24;1;17;204
1;2017;7;24;1;20;204
1;2017;7;24;1;20;204
1;2017;7;21;5;22;201
2;2017;7;24;1;22;204
1;2017;4;14;5;17;103
2;2017;7;24;1;22;204
2;2017;7;24;1;23;204
2;2017;7;25;2;5;205
2;2017;7;25;2;5;205
1;2017;7;25;2;9;205
1;2017;7;25;2;9;205
3;2017;7;18;2;23;198
3;2017;7;18;2;23;198
2;2017;7;18;2;22;198
2;2017;7;25;2;10;205
2;2017;7;25;2;10;205
1;2017;7;25;2;11;205
2;2017;7;25;2;17;205
2;2017;7;25;2;22;205
1;2017;7;22;6;22;202
3;2017;7;26;3;10;206
1;2017;6;28;3;12;178
1;2017;7;26;3;11;206
1;2017;7;26;3;11;206
3;2017;7;26;3;12;206
2;2017;7;26;3;15;206
1;2017;7;26;3;16;206
1;2017;7;26;3;17;206
1;2017;7;26;3;17;206
1;2017;7;26;3;17;206
1;2017;7;26;3;17;206
3;2017;7;26;3;20;206
3;2017;7;26;3;20;206
3;2017;7;26;3;20;206
2;2017;3;24;5;18;82
2;2017;7;26;3;21;206
1;2017;7;26;3;21;206
3;2017;7;26;3;22;206
1;2017;4;15;6;18;104
3;2017;7;5;3;5;185
3;2017;7;5;3;5;185
1;2017;7;27;4;8;207
1;2017;7;27;4;9;207
1;2017;7;27;4;9;207
2;2017;7;27;4;10;207
2;2017;7;27;4;10;207
1;2017;7;27;4;13;207
1;2017;7;27;4;16;207
1;2017;7;27;4;16;207
1;2017;7;10;1;20;190
1;2017;4;27;4;15;116
3;2017;7;27;4;23;207
3;2017;7;27;4;23;207
3;2017;7;27;4;23;207
2;2017;7;27;4;22;207
2;2017;7;28;5;7;208
2;2017;7;28;5;9;208
2;2017;7;28;5;13;208
2;2017;7;28;5;13;208
2;2017;7;28;5;13;208
2;2017;7;28;5;13;208
2;2017;7;28;5;13;208
2;2017;7;28;5;14;208
1;2017;7;28;5;14;208
1;2017;7;28;5;14;208
2;2017;7;28;5;14;208
2;2017;7;28;5;8;208
2;2017;7;28;5;8;208
1;2017;7;28;5;16;208
1;2017;7;28;5;17;208
3;2017;7;28;5;20;208
2;2017;7;21;5;21;201
2;2017;7;28;5;21;208
3;2017;7;28;5;21;208
3;2017;7;28;5;21;208
2;2017;7;28;5;21;208
3;2017;7;28;5;21;208
2;2017;7;28;5;21;208
3;2017;7;28;5;21;208
3;2017;7;28;5;22;208
2;2017;7;28;5;22;208
2;2017;7;22;6;1;202
1;2017;7;28;5;22;208
1;2017;7;28;5;22;208
1;2017;7;28;5;22;208
1;2017;7;28;5;22;208
1;2017;7;28;5;23;208
1;2017;7;28;5;23;208
2;2017;7;29;6;1;209
1;2017;7;29;6;2;209
2;2017;7;29;6;4;209
1;2017;7;16;7;23;196
3;2017;7;29;6;11;209
1;2017;7;29;6;11;209
1;2017;7;29;6;11;209
1;2017;7;29;6;11;209
1;2017;7;29;6;11;209
1;2017;7;29;6;12;209
2;2017;7;29;6;16;209
2;2017;7;29;6;21;209
2;2017;7;29;6;22;209
2;2017;7;29;6;22;209
2;2017;7;29;6;23;209
2;2017;7;30;7;0;210
2;2017;7;30;7;0;210
1;2017;7;30;7;1;210
1;2017;7;30;7;1;210
1;2017;7;30;7;1;210
3;2017;7;30;7;2;210
1;2017;7;30;7;12;210
2;2017;7;30;7;12;210
2;2017;7;30;7;12;210
1;2017;7;30;7;13;210
2;2017;7;30;7;13;210
1;2017;7;30;7;13;210
1;2017;7;30;7;13;210
1;2017;7;30;7;13;210
3;2017;7;30;7;16;210
2;2017;7;30;7;17;210
1;2017;7;30;7;18;210
1;2017;7;30;7;18;210
1;2017;7;30;7;18;210
2;2017;7;30;7;20;210
3;2017;7;30;7;21;210
3;2017;7;30;7;21;210
3;2017;7;30;7;21;210
3;2017;6;29;4;18;179
2;2017;7;30;7;23;210
2;2017;7;30;7;23;210
1;2017;7;30;7;23;210
2;2017;7;31;1;3;211
2;2017;7;31;1;3;211
1;2017;7;31;1;8;211
1;2017;7;31;1;8;211
1;2017;7;31;1;9;211
1;2017;7;31;1;9;211
1;2017;7;31;1;10;211
1;2017;7;31;1;10;211
1;2017;7;31;1;10;211
1;2017;7;31;1;10;211
2;2017;7;31;1;12;211
2;2017;7;31;1;12;211
2;2017;7;31;1;12;211
3;2017;7;31;1;13;211
3;2017;7;31;1;13;211
3;2017;7;31;1;13;211
3;2017;7;31;1;13;211
3;2017;7;31;1;13;211
2;2017;7;31;1;14;211
1;2017;7;31;1;14;211
1;2017;7;31;1;14;211
1;2017;7;31;1;14;211
1;2017;7;31;1;14;211
1;2017;7;31;1;14;211
1;2017;7;31;1;14;211
1;2017;7;31;1;13;211
1;2017;7;31;1;13;211
1;2017;7;31;1;13;211
1;2017;7;31;1;17;211
1;2017;7;31;1;17;211
3;2017;7;31;1;17;211
2;2017;7;31;1;21;211
2;2017;7;31;1;23;211
2;2017;7;31;1;23;211
1;2017;8;1;2;10;212
1;2017;7;13;4;3;193
1;2017;8;1;2;13;212
1;2017;8;1;2;13;212
3;2017;8;1;2;13;212
2;2017;8;1;2;16;212
3;2017;7;14;5;9;194
2;2017;8;1;2;18;212
3;2017;8;1;2;20;212
3;2017;8;1;2;20;212
2;2017;8;1;2;21;212
2;2017;8;1;2;21;212
2;2017;8;1;2;21;212
2;2017;8;1;2;22;212
2;2017;8;1;2;23;212
2;2017;8;2;3;1;213
2;2017;8;2;3;1;213
1;2017;8;2;3;1;213
2;2017;8;2;3;2;213
2;2017;8;2;3;5;213
1;2017;8;2;3;13;213
1;2017;1;26;4;9;25
2;2017;8;2;3;15;213
2;2017;8;2;3;15;213
2;2017;8;2;3;15;213
2;2017;8;2;3;15;213
2;2017;8;2;3;15;213
2;2017;8;2;3;19;213
3;2017;8;2;3;22;213
3;2017;8;2;3;22;213
3;2017;8;2;3;22;213
3;2017;8;2;3;23;213
3;2017;8;2;3;23;213
3;2017;8;2;3;23;213
2;2017;8;3;4;1;214
3;2017;8;3;4;9;214
3;2017;8;3;4;9;214
3;2017;8;3;4;9;214
3;2017;8;3;4;10;214
1;2017;8;3;4;12;214
1;2017;8;3;4;13;214
1;2017;8;3;4;13;214
1;2017;8;3;4;13;214
1;2017;8;3;4;13;214
1;2017;8;3;4;13;214
1;2017;8;3;4;13;214
1;2017;8;3;4;13;214
1;2017;8;3;4;13;214
1;2017;8;3;4;13;214
1;2017;8;3;4;13;214
1;2017;8;3;4;13;214
1;2017;8;3;4;13;214
1;2017;8;3;4;13;214
1;2017;8;3;4;13;214
1;2017;8;3;4;13;214
1;2017;8;3;4;14;214
1;2017;8;3;4;14;214
1;2017;8;3;4;14;214
1;2017;8;3;4;14;214
1;2017;8;3;4;16;214
1;2017;8;3;4;16;214
1;2017;7;28;5;16;208
1;2017;8;3;4;17;214
1;2017;8;3;4;17;214
1;2017;8;3;4;17;214
1;2017;8;3;4;17;214
1;2017;8;3;4;18;214
1;2017;8;3;4;19;214
1;2017;8;3;4;19;214
1;2017;8;3;4;17;214
1;2017;8;3;4;20;214
2;2017;8;3;4;21;214
2;2017;8;3;4;21;214
2;2017;8;3;4;22;214
1;2017;8;3;4;23;214
1;2017;8;3;4;23;214
1;2017;8;4;5;1;215
1;2017;8;4;5;1;215
1;2017;8;4;5;9;215
2;2017;8;4;5;8;215
1;2017;8;4;5;9;215
1;2017;8;4;5;9;215
1;2017;8;4;5;9;215
1;2017;8;4;5;11;215
2;2017;8;4;5;13;215
3;2017;8;4;5;13;215
3;2017;8;4;5;13;215
1;2017;8;4;5;13;215
2;2017;8;4;5;14;215
1;2017;7;24;1;22;204
2;2017;8;4;5;12;215
2;2017;8;4;5;12;215
2;2017;8;4;5;17;215
2;2017;8;4;5;17;215
3;2017;8;4;5;17;215
2;2017;8;4;5;17;215
2;2017;8;4;5;17;215
3;2017;8;4;5;18;215
3;2017;8;4;5;18;215
2;2017;8;4;5;22;215
2;2017;8;4;5;22;215
2;2017;8;4;5;23;215
2;2017;8;5;6;1;216
2;2017;8;5;6;1;216
3;2017;8;5;6;6;216
1;2017;8;5;6;7;216
3;2017;8;5;6;10;216
2;2017;8;5;6;11;216
3;2017;8;5;6;12;216
3;2017;8;5;6;12;216
3;2017;8;5;6;13;216
1;2017;8;5;6;13;216
3;2017;8;5;6;13;216
1;2017;8;5;6;13;216
1;2017;8;5;6;14;216
3;2017;6;28;3;22;178
3;2017;6;28;3;22;178
1;2017;8;5;6;16;216
1;2017;8;5;6;17;216
1;2017;8;5;6;14;216
1;2017;8;5;6;17;216
1;2017;8;5;6;18;216
1;2017;8;5;6;18;216
1;2017;8;5;6;18;216
1;2017;8;5;6;18;216
2;2017;8;5;6;18;216
1;2017;8;5;6;21;216
1;2017;8;5;6;22;216
2;2017;8;5;6;22;216
1;2017;8;5;6;23;216
1;2017;8;5;6;23;216
1;2017;8;6;7;0;217
1;2017;8;6;7;0;217
1;2017;8;6;7;1;217
1;2017;8;6;7;1;217
2;2017;8;6;7;3;217
2;2017;8;6;7;4;217
3;2017;8;6;7;4;217
3;2017;8;6;7;4;217
1;2017;8;6;7;13;217
3;2017;8;5;6;13;216
2;2017;8;6;7;13;217
2;2017;8;6;7;14;217
3;2017;8;6;7;15;217
3;2017;8;6;7;16;217
2;2017;8;6;7;13;217
1;2017;8;6;7;16;217
2;2017;8;1;2;22;212
2;2017;7;10;1;17;190
3;2017;8;6;7;23;217
2;2017;8;7;1;3;218
2;2017;8;7;1;4;218
2;2017;8;7;1;4;218
2;2017;8;7;1;4;218
1;2017;8;7;1;5;218
1;2017;8;7;1;5;218
1;2017;8;7;1;14;218
1;2017;8;7;1;14;218
1;2017;8;7;1;14;218
1;2017;8;7;1;14;218
1;2017;8;7;1;14;218
2;2017;8;7;1;15;218
3;2017;8;7;1;15;218
3;2017;8;7;1;15;218
1;2017;8;7;1;17;218
2;2017;8;7;1;18;218
2;2017;8;7;1;18;218
2;2017;8;7;1;18;218
3;2017;8;8;2;2;219
1;2017;8;8;2;3;219
2;2017;8;8;2;6;219
1;2017;8;8;2;7;219
3;2017;8;8;2;12;219
3;2017;8;8;2;12;219
1;2017;8;8;2;16;219
3;2017;8;8;2;16;219
2;2017;8;8;2;19;219
3;2017;8;8;2;22;219
3;2017;8;8;2;22;219
2;2017;8;6;7;22;217
2;2017;8;8;2;23;219
2;2017;8;9;3;1;220
2;2017;8;9;3;1;220
3;2017;8;9;3;7;220
3;2017;8;9;3;7;220
1;2017;8;9;3;9;220
3;2017;8;9;3;11;220
3;2017;8;9;3;11;220
1;2017;8;9;3;11;220
1;2017;8;9;3;11;220
1;2017;8;9;3;11;220
1;2017;8;9;3;11;220
1;2017;8;9;3;11;220
1;2017;8;9;3;11;220
1;2017;8;9;3;12;220
1;2017;8;9;3;12;220
1;2017;8;9;3;12;220
1;2017;8;9;3;13;220
3;2017;8;9;3;13;220
3;2017;8;9;3;13;220
3;2017;8;9;3;13;220
3;2017;8;9;3;13;220
3;2017;8;9;3;17;220
3;2017;8;9;3;17;220
3;2017;8;9;3;23;220
3;2017;8;10;4;6;221
3;2017;8;10;4;8;221
1;2017;8;10;4;11;221
1;2017;8;10;4;11;221
1;2017;8;10;4;11;221
2;2017;8;10;4;11;221
3;2017;8;5;6;14;216
3;2017;8;10;4;14;221
3;2017;8;10;4;14;221
3;2017;8;10;4;18;221
1;2017;8;10;4;21;221
2;2017;8;10;4;22;221
3;2017;8;10;4;23;221
3;2017;8;10;4;23;221
1;2017;8;11;5;0;222
1;2017;8;11;5;0;222
1;2017;8;11;5;0;222
1;2017;8;11;5;2;222
2;2017;8;11;5;3;222
2;2017;8;11;5;3;222
2;2017;8;11;5;4;222
2;2017;8;11;5;4;222
2;2017;8;11;5;4;222
2;2017;8;11;5;3;222
2;2017;8;11;5;7;222
1;2017;8;11;5;10;222
1;2017;8;11;5;12;222
2;2017;8;11;5;13;222
1;2017;8;11;5;13;222
1;2017;8;11;5;14;222
1;2017;8;11;5;15;222
1;2017;8;11;5;13;222
1;2017;8;11;5;18;222
3;2017;8;11;5;20;222
2;2017;8;11;5;21;222
1;2017;8;11;5;21;222
1;2017;8;11;5;22;222
1;2017;8;11;5;22;222
2;2017;8;11;5;23;222
2;2017;8;12;6;0;223
2;2017;7;28;5;7;208
3;2017;8;12;6;0;223
3;2017;8;12;6;0;223
2;2017;8;12;6;1;223
2;2017;8;12;6;1;223
2;2017;8;12;6;3;223
2;2017;8;12;6;4;223
3;2017;8;12;6;9;223
2;2017;8;12;6;5;223
2;2017;8;12;6;16;223
3;2017;8;12;6;16;223
2;2017;8;12;6;16;223
3;2017;8;12;6;16;223
3;2017;8;12;6;16;223
3;2017;8;12;6;16;223
1;2017;8;12;6;18;223
1;2017;8;12;6;18;223
1;2017;8;12;6;18;223
2;2017;8;12;6;20;223
2;2017;8;12;6;21;223
2;2017;8;12;6;21;223
1;2017;8;12;6;21;223
1;2017;8;12;6;21;223
1;2017;8;12;6;21;223
2;2017;8;12;6;22;223
2;2017;8;1;2;19;212
1;2017;8;12;6;23;223
2;2017;8;13;7;0;224
2;2017;8;13;7;0;224
1;2017;8;13;7;1;224
1;2017;8;13;7;2;224
1;2017;8;13;7;4;224
1;2017;8;13;7;9;224
1;2017;8;13;7;11;224
1;2017;8;13;7;11;224
2;2017;6;23;5;10;173
2;2017;7;1;6;15;181
3;2017;1;29;7;15;28
3;2017;8;13;7;17;224
3;2017;8;13;7;17;224
1;2017;8;13;7;17;224
3;2017;8;13;7;17;224
3;2017;8;13;7;17;224
3;2017;8;13;7;17;224
3;2017;8;13;7;18;224
3;2017;7;8;6;23;188
1;2017;5;14;7;23;133
1;2017;8;13;7;21;224
1;2017;8;13;7;22;224
1;2017;8;13;7;22;224
1;2017;8;13;7;22;224
1;2017;8;13;7;22;224
1;2017;8;13;7;22;224
1;2017;8;13;7;23;224
1;2017;8;13;7;23;224
1;2017;8;13;7;23;224
2;2017;8;13;7;23;224
3;2017;8;14;1;0;225
1;2017;8;13;7;21;224
2;2017;8;14;1;2;225
3;2017;8;14;1;11;225
3;2017;8;14;1;11;225
3;2017;8;14;1;11;225
3;2017;8;14;1;11;225
3;2017;8;14;1;11;225
1;2017;8;14;1;11;225
3;2017;8;14;1;11;225
3;2017;6;29;4;9;179
3;2017;8;14;1;12;225
1;2017;8;14;1;13;225
1;2017;8;14;1;13;225
1;2017;8;14;1;13;225
1;2017;8;14;1;13;225
1;2017;8;14;1;14;225
1;2017;8;14;1;16;225
